CustID,AgentBonus,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,Complaint,ExistingPolicyTenure,SumAssured,Zone,PaymentMethod,LastMonthCalls,CustCareScore
7002208,7180,43,7,Agent,Salaried,Graduate,Male,1,VP,5,Married,34190,0,,1385721,North,Yearly,13,1
7002209,3703,15,7,Third Party Partner,Small Business,Graduate,Male,4,Manager,4,Married,19490,0,1,418450,West,Half Yearly,8,3
7002210,4441,22,,Agent,Salaried,Graduate,Male,3,Executive,3,Married,18506,1,5,497441,West,Yearly,2,3
7002211,3996,,16,Agent,Salaried,Under Graduate,Female,1,Manager,4,Married,17372,1,6,771143,North,Monthly,0,3
7002212,5046,30,30,Agent,Salaried,Diploma,Female,4,Senior Manager,1,Single,25231,0,6,575267,North,Half Yearly,17,3
7002213,4490,13,9,Agent,Laarge Business,Graduate,Female,3,Manager,4,Single,20410,1,5,525353,West,Half Yearly,12,1
7002214,4825,24,14,Agent,Large Business,Under Graduate,Female,3,Senior Manager,1,Married,22978,0,14,709331,North,Half Yearly,5,3
7002215,2830,8,8,Third Party Partner,Laarge Business,Graduate,Male,4,Executive,1,Married,18867,1,1,401867,West,Half Yearly,2,3
7002216,1784,7,,Third Party Partner,Small Business,UG,Fe male,4,Executive,3,Unmarried,17838,0,2,322868,West,Yearly,7,5
7002217,3545,14,4,Online,Small Business,Under Graduate,Fe male,3,Manager,3,Single,19695,1,11,648753,West,Half Yearly,7,3
7002218,3851,4,,Agent,Small Business,Engineer,Fe male,3,Executive,3,Married,18339,1,3,492952,West,Yearly,7,4
7002219,2050,12,4,Agent,Large Business,Engineer,Male,3,Exe,5,Unmarried,17080,0,5,,North,Yearly,2,3
7002220,3077,6,6,Agent,Salaried,Under Graduate,Female,3,Exe,4,Unmarried,17096,0,6,,West,Half Yearly,1,1
7002221,2121,8,11,Agent,Salaried,Under Graduate,Male,1,Manager,1,Married,21209,0,5,407213,West,Half Yearly,8,4
7002222,3967,20,16,Third Party Partner,Salaried,Under Graduate,Female,3,VP,4,Single,33061,0,,706183,North,Yearly,0,4
7002223,6746,7,27,Agent,Salaried,Under Graduate,Female,4,AVP,4,Married,,1,3,876958,North,Half Yearly,2,1
7002224,2258,,11,Agent,Large Business,Graduate,Male,3,Executive,3,Married,17372,0,1,381663,North,Yearly,2,5
7002225,4772,24,29,Agent,Small Business,Graduate,Male,3,Manager,3,Married,19883,0,3,792139,West,Half Yearly,1,4
7002226,4159,12,4,Agent,Small Business,UG,Male,3,Executive,5,Single,18904,0,2,428365,West,Half Yearly,3,1
7002227,4514,27,18,Agent,Small Business,Engineer,Fe male,4,Manager,1,Married,19627,0,5,559762,North,Half Yearly,7,5
7002228,2209,9,4,Agent,Small Business,Engineer,Female,3,Senior Manager,3,Married,22094,0,3,247453,West,Yearly,7,5
7002229,3869,15,,Agent,Small Business,Graduate,Fe male,3,Executive,5,Single,18423,0,12,406227,West,Yearly,7,1
7002230,4335,13,4,Online,Salaried,Graduate,Female,5,Manager,1,Married,21674,0,1,741251,North,Half Yearly,5,3
7002231,3826,11,23,Agent,Salaried,Graduate,Female,3,AVP,5,Married,,1,3,757469,West,Half Yearly,2,3
7002232,3614,7,4,Agent,Small Business,Diploma,Male,4,Senior Manager,4,Single,24094,1,7,412007,North,Yearly,0,4
7002233,4220,21,4,Agent,Small Business,Graduate,Male,3,Senior Manager,4,Single,23446,1,5,637262,North,Half Yearly,7,4
7002234,4845,10,15,Agent,Salaried,Under Graduate,Female,3,Senior Manager,5,Married,26916,1,2,755801,North,Half Yearly,8,3
7002235,4102,16,8,Agent,Salaried,Graduate,Male,3,Manager,3,Single,19534,0,5,607117,North,Half Yearly,7,1
7002236,6213,31,6,Online,Salaried,Graduate,Female,3,Senior Manager,3,Married,24852,1,16,1025145,West,Yearly,6,1
7002237,3173,16,3,Online,Salaried,Under Graduate,Male,5,Manager,4,Single,21151,0,3,491761,West,Yearly,9,5
7002238,3460,3,10,Third Party Partner,Small Business,Graduate,Female,3,Executive,4,Unmarried,17302,1,9,439471,North,Yearly,2,1
7002239,4167,,25,Agent,Salaried,Graduate,Male,3,Executive,5,Married,17362,0,4,733371,West,Yearly,2,3
7002240,6244,12,19,Online,Salaried,Graduate,Male,3,AVP,3,Married,32861,1,,786692,North,Yearly,10,5
7002241,6154,18,18,Agent,Small Business,Under Graduate,Female,5,VP,3,Married,34187,0,,830744,West,Yearly,11,1
7002242,3472,7,17,Agent,Salaried,Graduate,Male,3,VP,4,Single,34717,0,,635321,North,Half Yearly,7,5
7002243,3523,21,11,Online,Small Business,Graduate,Male,3,Executive,3,Married,18544,0,2,655345,North,Half Yearly,0,5
7002244,3055,6,18,Agent,Large Business,Graduate,Male,3,Senior Manager,1,Married,23500,0,1,504075,West,Yearly,6,5
7002245,4325,17,4,Agent,Small Business,Graduate,Male,3,Manager,1,Single,19661,0,3,843457,West,Half Yearly,8,5
7002246,2483,15,2,Third Party Partner,Small Business,Diploma,Fe male,3,Manager,5,Married,19103,0,5,402309,North,Half Yearly,7,3
7002247,2502,10,5,Third Party Partner,Small Business,Graduate,Male,3,Manager,3,Single,19249,1,4,402882,North,Half Yearly,1,3
7002248,4064,24,20,Agent,Salaried,Graduate,Male,3,AVP,4,Married,,1,1,495764,West,Half Yearly,10,5
7002249,4379,13,9,Agent,Salaried,Graduate,Female,3,Manager,5,Married,21893,0,8,700576,North,Half Yearly,7,3
7002250,3803,4,23,Agent,Small Business,Under Graduate,Female,3,Manager,5,Single,21125,0,1,498128,West,Half Yearly,6,4
7002251,3547,11,21,Agent,Small Business,UG,Male,3,Executive,1,Married,18669,0,5,673951,North,Half Yearly,2,3
7002252,4752,14,19,Agent,Small Business,Under Graduate,Female,4,Senior Manager,5,Married,25008,1,1,774498,North,Half Yearly,9,3
7002253,3130,,16,Agent,Salaried,Graduate,Male,3,Executive,4,Married,17387,0,9,510135,West,Monthly,3,1
7002254,4124,8,4,Third Party Partner,Salaried,Diploma,Fe male,1,Manager,5,Married,19639,0,7,441288,West,Yearly,13,5
7002255,4809,29,24,Agent,Small Business,Graduate,Male,3,Senior Manager,1,Single,22898,0,5,740521,West,Yearly,8,1
7002256,2455,,15,Agent,Salaried,UG,Female,1,Executive,1,Married,17534,0,1,449221,North,Yearly,0,3
7002257,3096,12,15,Agent,Salaried,Engineer,Female,4,AVP,4,Single,28142,0,1,436482,North,Half Yearly,3,1
7002258,3156,19,6,Online,Small Business,Graduate,Female,3,Executive,1,Unmarried,16611,0,1,,West,Half Yearly,0,
7002259,4683,23,5,Agent,Salaried,Under Graduate,Female,4,Manager,1,Married,20363,0,1,562019,North,Half Yearly,0,3
7002260,6113,6,24,Agent,Salaried,Graduate,Female,4,Manager,3,Single,24450,1,6,855750,North,Half Yearly,6,2
7002261,3302,7,20,Third Party Partner,Salaried,Graduate,Male,5,Manager,5,Divorced,23587,0,1,465607,North,Yearly,8,3
7002262,3698,7,11,Agent,Free Lancer,Post Graduate,Male,5,Executive,4,Single,20547,1,4,558467,North,Yearly,1,3
7002263,4914,25,5,Third Party Partner,Salaried,Graduate,Female,4,Executive,4,Divorced,21366,1,1,609358,West,Half Yearly,1,5
7002264,3947,20,24,Agent,Small Business,Under Graduate,Male,4,Executive,5,Divorced,21925,0,1,520938,West,Half Yearly,3,5
7002265,2368,12,12,Third Party Partner,Salaried,Graduate,Male,4,Executive,3,Single,21525,0,4,310175,North,Half Yearly,7,5
7002266,6922,14,35,Agent,Salaried,Graduate,Male,5,VP,4,Divorced,38456,0,4,1100611,North,Yearly,10,2
7002267,3940,8,24,Agent,Small Business,Under Graduate,Female,4,Executive,5,Single,20736,0,7,500360,West,Half Yearly,4,3
7002268,4387,9,13,Agent,Salaried,Graduate,Male,5,Manager,4,Divorced,24373,1,7,574715,West,Yearly,2,4
7002269,2055,4,2,Online,Small Business,Under Graduate,Male,3,Executive,3,Married,20546,0,3,256825,West,Quarterly,3,4
7002270,7050,14,35,Online,Small Business,Under Graduate,Male,5,AVP,3,Divorced,35249,0,6,888275,North,Yearly,9,4
7002271,5285,32,11,Agent,Salaried,Graduate,Male,3,Executive,6,Divorced,22021,1,13,893172,North,Quarterly,8,3
7002272,4348,9,17,Third Party Partner,Small Business,Under Graduate,Female,4,Manager,5,Single,22882,0,5,517362,West,Half Yearly,3,2
7002273,4033,24,8,Online,Small Business,Under Graduate,Female,4,Manager,4,Married,23722,0,5,479896,West,Half Yearly,3,2
7002274,6002,24,12,Agent,Salaried,Graduate,Male,4,Manager,4,Divorced,25010,0,9,804322,West,Half Yearly,1,2
7002275,5932,36,6,Agent,Large Business,Engineer,Male,4,Manager,3,Divorced,24718,0,6,705946,West,Half Yearly,8,2
7002276,2731,14,16,Third Party Partner,Large Business,Engineer,Male,5,Manager,6,Divorced,22755,0,4,537928,West,Yearly,1,3
7002277,5305,5,16,Online,Salaried,Graduate,Male,4,Manager,3,Married,25261,1,6,838160,North,Half Yearly,8,2
7002278,4900,24,24,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,4,Married,22272,1,2,612480,West,Half Yearly,1,3
7002279,3392,10,10,Agent,Small Business,Under Graduate,Male,4,Manager,3,Divorced,21198,1,5,647811,West,Half Yearly,8,2
7002280,6283,6,19,Agent,Small Business,Under Graduate,Male,4,Manager,6,Divorced,25130,1,2,892115,North,Half Yearly,1,3
7002281,6002,24,24,Agent,Small Business,Diploma,Female,4,Senior Manager,3,Divorced,26096,0,5,972337,West,Half Yearly,10,3
7002282,4365,4,4,Agent,Salaried,Graduate,Male,3,Executive,5,Married,20785,1,9,436485,West,Quarterly,3,4
7002283,5153,5,5,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,3,Single,20610,0,10,963518,North,Half Yearly,8,3
7002284,4433,4,13,Online,Salaried,Graduate,Male,5,Manager,3,Divorced,23333,0,2,873354,North,Yearly,3,5
7002285,5849,18,23,Agent,Small Business,Under Graduate,Male,4,Senior Manager,6,Married,27853,0,2,725292,North,Half Yearly,4,2
7002286,7214,22,7,Agent,Small Business,Under Graduate,Male,6,Senior Manager,3,Divorced,28857,0,4,1298565,West,Yearly,9,2
7002287,2693,13,3,Online,Salaried,Graduate,Male,5,Senior Manager,4,Single,26931,0,5,465906,West,Yearly,9,5
7002288,6541,26,7,Third Party Partner,Salaried,Graduate,Female,4,Manager,4,Single,28438,0,1,922244,West,Half Yearly,8,2
7002289,7118,43,43,Agent,Salaried,Graduate,Male,5,Senior Manager,5,Divorced,,0,21,1060554,West,Yearly,8,3
7002290,3378,17,7,Agent,Laarge Business,Engineer,Female,4,Executive,6,Single,21114,1,1,543897,West,Half Yearly,5,4
7002291,7692,23,23,Agent,Salaried,Graduate,Female,4,Senior Manager,3,Single,,1,8,1099887,North,Half Yearly,1,2
7002292,5282,26,32,Third Party Partner,Small Business,Diploma,Female,5,Manager,6,Single,25153,0,2,855705,West,Yearly,2,2
7002293,3077,9,9,Agent,Laarge Business,Engineer,Male,4,Executive,4,Single,20515,0,1,418506,West,Half Yearly,6,2
7002294,4645,14,23,Online,Small Business,Under Graduate,Female,5,Senior Manager,3,Single,27322,0,4,794251,West,Yearly,9,4
7002295,5123,15,26,Agent,Small Business,Diploma,Female,4,Manager,6,Divorced,24397,0,12,865850,West,Half Yearly,6,4
7002296,5849,18,35,Agent,Salaried,Graduate,Male,4,Manager,5,Single,24371,0,9,1134714,North,Half Yearly,8,2
7002297,4005,8,8,Agent,Small Business,Under Graduate,Female,5,Executive,5,Divorced,21079,0,4,612767,West,Yearly,2,4
7002298,5516,6,6,Third Party Partner,Salaried,Post Graduate,Male,4,Senior Manager,3,Married,,1,2,595680,West,Half Yearly,8,3
7002299,6976,14,7,Agent,Salaried,Graduate,Male,4,Senior Manager,4,Married,,0,3,704560,North,Half Yearly,14,2
7002300,3420,21,21,Online,Small Business,Under Graduate,Male,6,Manager,4,Divorced,22802,0,1,365972,West,Yearly,5,3
7002301,2063,2,8,Agent,Salaried,Graduate,Male,5,Executive,3,Divorced,20634,0,1,373475,North,Yearly,1,3
7002302,3714,7,19,Third Party Partner,Small Business,Diploma,Male,4,Executive,3,Married,20634,0,2,649971,West,Half Yearly,9,4
7002303,6594,20,26,Third Party Partner,Small Business,Under Graduate,Female,4,Senior Manager,3,Divorced,26375,0,5,1055000,West,Half Yearly,2,3
7002304,6812,34,7,Third Party Partner,Small Business,Diploma,Female,4,Senior Manager,4,Single,27246,0,16,1253316,North,Half Yearly,9,5
7002305,5003,20,30,Agent,Small Business,Under Graduate,Male,5,Executive,3,Single,20846,1,8,620377,West,Yearly,2,3
7002306,2817,11,8,Agent,Salaried,Graduate,Female,5,Executive,3,Single,21669,0,1,349304,West,Yearly,3,3
7002307,6030,12,24,Agent,Large Business,Engineer,Male,4,VP,3,Divorced,37689,0,12,934687,West,Half Yearly,16,2
7002308,2901,6,9,Agent,Small Business,Under Graduate,Male,4,Executive,4,Divorced,20724,0,3,493231,West,Half Yearly,3,4
7002309,9494,38,19,Agent,Small Business,Under Graduate,Female,4,VP,3,Married,37974,0,4,1756298,North,Half Yearly,7,2
7002310,4596,23,18,Agent,Small Business,Under Graduate,Male,4,Executive,3,Divorced,20893,1,6,675680,West,Half Yearly,5,2
7002311,8285,33,8,Agent,Small Business,Diploma,Female,4,AVP,3,Divorced,34521,1,,1333891,North,Half Yearly,10,3
7002312,2540,5,5,Agent,Salaried,Graduate,Female,4,Executive,6,Divorced,21164,0,2,312381,West,Half Yearly,8,3
7002313,8256,41,41,Online,Salaried,Graduate,Male,5,VP,4,Single,37525,1,15,908105,North,Yearly,13,2
7002314,5597,6,34,Agent,Salaried,Graduate,Female,4,Executive,5,Divorced,22388,0,7,817162,West,Half Yearly,3,3
7002315,3772,8,19,Agent,Salaried,Graduate,Male,5,Executive,4,Single,22187,1,1,471474,North,Yearly,3,5
7002316,4345,13,13,Agent,Small Business,Under Graduate,Female,4,Executive,4,Married,20689,0,5,651704,North,Half Yearly,3,3
7002317,4355,13,9,Online,Small Business,Diploma,Male,4,Manager,3,Divorced,22922,0,5,831839,North,Half Yearly,3,4
7002318,2799,11,17,Agent,Salaried,Graduate,Male,4,Manager,6,Married,21529,0,8,394627,West,Half Yearly,1,2
7002319,2395,5,10,Agent,Laarge Business,Engineer,Male,4,Manager,3,Married,21776,0,3,328164,North,Half Yearly,8,3
7002320,7532,38,45,Agent,Salaried,Post Graduate,Male,3,VP,3,Divorced,37659,0,2,1009261,North,Quarterly,8,4
7002321,7390,37,7,Third Party Partner,Small Business,Under Graduate,Male,4,Senior Manager,4,Married,,0,4,820330,North,Half Yearly,3,4
7002322,5128,31,5,Agent,Salaried,Graduate,Female,5,Executive,3,Divorced,21368,0,6,676938,North,Yearly,3,2
7002323,3418,14,17,Agent,Salaried,Graduate,Male,5,Manager,6,Divorced,24414,0,3,669920,West,Yearly,10,4
7002324,3133,13,3,Agent,Small Business,Under Graduate,Female,5,Executive,6,Divorced,22377,0,1,610892,West,Yearly,3,4
7002325,3485,17,7,Third Party Partner,Salaried,Graduate,Male,3,Manager,4,Divorced,24891,0,1,376352,North,Quarterly,3,2
7002326,2851,14,17,Third Party Partner,Small Business,Under Graduate,Male,4,Senior Manager,4,Married,28505,0,3,561549,North,Half Yearly,1,3
7002327,4115,21,16,Third Party Partner,Large Business,Engineer,Female,4,Senior Manager,4,Single,,0,2,687255,North,Half Yearly,9,2
7002328,4367,4,22,Agent,Salaried,Graduate,Male,4,Executive,3,Single,20797,0,4,781759,West,Half Yearly,6,3
7002329,2500,3,8,Agent,Salaried,Graduate,Female,3,Manager,6,Single,25002,1,2,277522,West,Quarterly,3,2
7002330,3554,7,11,Agent,Small Business,Diploma,Male,4,Manager,3,Married,25388,0,7,383867,West,Half Yearly,3,2
7002331,4905,29,20,Agent,Salaried,Graduate,Female,4,Manager,4,Divorced,23355,0,3,534596,North,Half Yearly,3,3
7002332,4842,5,10,Agent,Small Business,Under Graduate,Female,5,Executive,6,Married,21050,1,1,924727,West,Yearly,9,4
7002333,7958,16,40,Agent,Small Business,Under Graduate,Male,4,VP,4,Married,37893,0,10,1273205,West,Half Yearly,10,5
7002334,3389,17,7,Agent,Salaried,Graduate,Male,4,Executive,3,Divorced,21180,0,2,603206,North,Half Yearly,1,4
7002335,3729,11,19,Third Party Partner,Small Business,Under Graduate,Male,5,Executive,5,Single,21936,0,4,563097,North,Yearly,5,3
7002336,5100,20,26,Third Party Partner,Salaried,Graduate,Male,3,Executive,5,Divorced,21251,0,3,739535,North,Quarterly,4,2
7002337,5452,11,16,Online,Salaried,Graduate,Male,5,Manager,3,Divorced,23706,0,1,785143,West,Yearly,6,5
7002338,4952,15,15,Agent,Laarge Business,Engineer,Male,5,Manager,6,Single,20633,0,2,643750,West,Yearly,5,4
7002339,6006,30,18,Agent,Large Business,Engineer,Female,6,AVP,5,Divorced,35329,1,3,702694,North,Yearly,8,5
7002340,2414,12,7,Agent,Salaried,Graduate,Male,4,Executive,4,Single,21942,0,2,439279,North,Half Yearly,1,4
7002341,3514,18,11,Agent,Small Business,Under Graduate,Male,5,Manager,5,Divorced,25101,0,7,593890,North,Yearly,1,4
7002342,3606,11,11,Agent,Small Business,Under Graduate,Male,5,Manager,3,Divorced,24039,0,6,371403,North,Yearly,9,3
7002343,4941,5,5,Online,Salaried,Graduate,Male,3,Manager,6,Married,22457,0,12,800367,West,Quarterly,6,5
7002344,3195,3,19,Agent,Small Business,Under Graduate,Male,4,AVP,3,Divorced,,1,5,386631,North,Half Yearly,11,3
7002345,5417,27,16,Agent,Salaried,Graduate,Male,4,Executive,3,Divorced,21667,0,7,552509,West,Half Yearly,12,5
7002346,3750,15,4,Agent,Small Business,Under Graduate,Male,4,VP,6,Single,37502,1,2,615033,West,Half Yearly,14,2
7002347,5455,22,11,Online,Salaried,Graduate,Male,4,Senior Manager,5,Divorced,,1,16,1085561,West,Half Yearly,10,3
7002348,4516,9,18,Agent,Small Business,Under Graduate,Male,4,Executive,3,Divorced,20527,0,2,844481,North,Half Yearly,5,2
7002349,3494,17,21,Agent,Small Business,Under Graduate,Male,4,Manager,3,Divorced,24959,0,3,398346,North,Half Yearly,2,3
7002350,2819,8,8,Agent,Small Business,Under Graduate,Male,5,Executive,4,Single,21687,0,6,456728,North,Yearly,1,5
7002351,5771,12,23,Online,Small Business,Under Graduate,Female,4,Senior Manager,3,Married,,1,3,807912,East,Half Yearly,3,3
7002352,5786,35,17,Agent,Salaried,Graduate,Female,3,Senior Manager,5,Married,,0,3,850552,North,Quarterly,3,5
7002353,2647,5,3,Agent,Small Business,Under Graduate,Female,3,Manager,6,Married,24062,1,3,370555,West,Quarterly,8,3
7002354,4225,4,17,Third Party Partner,Salaried,Graduate,Female,4,Manager,5,Married,24854,0,2,773208,West,Half Yearly,5,5
7002355,6016,24,30,Agent,Salaried,Graduate,Male,4,VP,5,Married,37601,0,11,1094941,North,Half Yearly,7,5
7002356,3604,18,7,Agent,Small Business,Under Graduate,Male,4,AVP,4,Divorced,36041,1,1,720820,West,Half Yearly,4,5
7002357,3271,13,10,Agent,Salaried,Graduate,Male,4,Manager,4,Divorced,23364,0,4,356535,West,Half Yearly,7,3
7002358,2531,10,15,Third Party Partner,Salaried,Graduate,Male,4,Manager,3,Single,23011,0,1,493586,West,Half Yearly,10,2
7002359,4058,8,12,Agent,Large Business,Engineer,Male,4,Manager,3,Divorced,23872,1,1,499164,West,Half Yearly,9,2
7002360,2320,5,2,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,6,Divorced,23198,1,3,385087,West,Half Yearly,4,3
7002361,3292,10,13,Agent,Salaried,Graduate,Female,4,Executive,3,Single,20572,0,2,441064,West,Half Yearly,8,2
7002362,4756,14,29,Third Party Partner,Salaried,Graduate,Male,4,Executive,4,Married,21618,1,6,489864,West,Half Yearly,1,5
7002363,3146,6,13,Agent,Salaried,Graduate,Male,4,Manager,3,Married,24202,0,4,324065,West,Half Yearly,3,3
7002364,3125,19,12,Agent,Small Business,Under Graduate,Male,4,Executive,5,Married,20830,1,2,359318,West,Half Yearly,3,2
7002365,2177,11,7,Agent,Salaried,Graduate,Female,4,Executive,3,Single,21767,0,3,245967,North,Half Yearly,3,4
7002366,8909,9,36,Third Party Partner,Salaried,Graduate,Female,4,VP,6,Single,37122,1,9,1131479,West,Half Yearly,3,3
7002367,2524,13,8,Agent,Large Business,Engineer,Male,4,Manager,5,Single,22942,0,1,471917,East,Half Yearly,8,2
7002368,4674,28,9,Third Party Partner,Small Business,Diploma,Female,4,Executive,5,Married,21246,0,9,626332,West,Half Yearly,3,3
7002369,3886,8,12,Agent,Small Business,Diploma,Male,5,Manager,3,Single,24285,1,1,633353,West,Yearly,5,2
7002370,5196,5,21,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,3,Divorced,20783,1,5,607903,West,Half Yearly,3,2
7002371,5757,29,29,Third Party Partner,Small Business,Diploma,Female,4,AVP,5,Divorced,,0,17,765649,North,Half Yearly,9,3
7002372,3379,20,20,Agent,Salaried,Graduate,Male,4,Executive,4,Single,19877,0,5,489968,West,Half Yearly,1,4
7002373,3177,3,13,Agent,Small Business,Diploma,Male,4,Senior Manager,5,Divorced,26477,0,6,530599,North,Half Yearly,10,2
7002374,4429,9,13,Third Party Partner,Salaried,Graduate,Male,3,Executive,3,Divorced,22145,0,4,699782,West,Quarterly,1,5
7002375,5267,11,16,Agent,Small Business,Under Graduate,Male,6,Manager,5,Married,23939,0,1,1037516,West,Yearly,3,2
7002376,5860,6,23,Agent,Salaried,Graduate,Male,4,AVP,5,Single,34472,0,,691508,West,Half Yearly,5,3
7002377,4718,19,5,Agent,Small Business,UG,Fe male,5,Executive,4,Single,19657,0,5,537816,North,Yearly,1,2
7002378,3859,23,23,Agent,Small Business,Under Graduate,Male,3,Manager,6,Single,24118,0,1,729328,North,Quarterly,8,5
7002379,3300,13,13,Agent,Large Business,Engineer,Male,3,Manager,3,Divorced,25386,0,6,504928,North,Quarterly,8,2
7002380,5333,16,16,Agent,Small Business,Under Graduate,Male,3,Senior Manager,3,Married,28070,0,4,885328,West,Quarterly,8,3
7002381,5309,16,21,Online,Salaried,Graduate,Female,4,Manager,5,Divorced,24131,0,1,637058,West,Half Yearly,9,3
7002382,5985,24,30,Agent,Salaried,Graduate,Male,5,Manager,4,Divorced,23941,0,2,1083330,North,Yearly,9,3
7002383,6409,38,19,Agent,Salaried,Graduate,Female,5,Senior Manager,5,Divorced,,0,4,922864,West,Yearly,2,3
7002384,3135,3,13,Online,Salaried,Graduate,Male,6,Manager,4,Married,24117,1,1,545527,West,Yearly,3,2
7002385,4656,9,14,Agent,Large Business,Engineer,Male,4,Executive,3,Divorced,23278,1,5,507460,West,Half Yearly,4,4
7002386,2735,8,5,Agent,Salaried,MBA,Male,5,Manager,6,Divorced,24867,0,1,413041,North,Yearly,1,3
7002387,2603,16,3,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,6,Married,23667,0,3,382695,North,Half Yearly,12,2
7002388,2750,11,5,Agent,Salaried,Graduate,Male,4,Executive,3,Married,21152,1,2,329971,West,Half Yearly,3,4
7002389,4247,21,21,Third Party Partner,Salaried,Graduate,Female,4,Senior Manager,5,Divorced,,0,1,700739,North,Half Yearly,9,3
7002390,4618,14,28,Agent,Small Business,Under Graduate,Male,4,AVP,6,Divorced,35525,1,5,595754,West,Half Yearly,11,3
7002391,2509,13,13,Third Party Partner,Salaried,Graduate,Female,4,Executive,3,Single,20912,0,5,346303,West,Half Yearly,8,5
7002392,4215,21,25,Agent,Large Business,Engineer,Female,5,AVP,,Single,32421,1,,560559,West,Yearly,8,3
7002393,2808,17,3,Agent,Small Business,Under Graduate,Male,5,Manager,5,Divorced,23398,0,8,440818,West,Yearly,8,2
7002394,3140,16,13,Agent,Salaried,Graduate,Female,4,Executive,5,Single,20935,1,3,395672,West,Half Yearly,3,3
7002395,2605,3,10,Agent,Large Business,Engineer,Female,5,Manager,5,Divorced,23685,1,6,513254,North,Yearly,10,2
7002396,3670,22,22,Agent,Salaried,Graduate,Male,4,Manager,4,Single,22935,1,6,422004,North,Half Yearly,5,4
7002397,3641,22,4,Agent,Small Business,Diploma,Male,4,Manager,3,Married,26004,0,11,422305,North,Half Yearly,8,2
7002398,5408,32,27,Agent,Small Business,Under Graduate,Female,3,Manager,3,Single,23512,0,2,600261,North,Quarterly,8,3
7002399,2411,12,10,Agent,Small Business,Under Graduate,Male,6,Executive,3,Divorced,21921,1,4,361697,West,Yearly,3,3
7002400,4604,5,18,Agent,Small Business,Under Graduate,Female,4,Manager,3,Divorced,24232,0,7,543281,North,Half Yearly,10,3
7002401,4384,18,18,Third Party Partner,Salaried,Graduate,Female,5,Senior Manager,4,Divorced,27400,0,1,846112,West,Yearly,10,2
7002402,4527,27,14,Third Party Partner,Small Business,Under Graduate,Male,5,VP,3,Divorced,37729,0,1,638375,West,Yearly,4,5
7002403,4739,9,24,Agent,Small Business,Under Graduate,Female,4,Manager,4,Divorced,23695,1,7,639765,West,Half Yearly,1,4
7002404,4859,15,15,Third Party Partner,Small Business,Diploma,Male,5,Manager,3,Single,23139,0,1,704583,West,Yearly,2,3
7002405,5146,21,10,Agent,Salaried,Graduate,Male,4,VP,4,Divorced,36757,0,2,514598,West,Half Yearly,2,2
7002406,2371,2,2,Third Party Partner,Salaried,Graduate,Female,5,Manager,4,Married,23714,0,1,237140,West,Yearly,1,3
7002407,5705,11,11,Online,Small Business,Diploma,Male,4,Manager,5,Divorced,24806,1,11,1106844,North,Half Yearly,5,2
7002408,5365,5,16,Third Party Partner,Salaried,Graduate,Female,4,Manager,4,Single,23326,0,2,949601,West,Half Yearly,4,4
7002409,7111,14,28,Agent,Salaried,Graduate,Female,4,Senior Manager,6,Divorced,28442,0,11,867481,West,Half Yearly,1,5
7002410,5317,16,16,Agent,Salaried,Post Graduate,Male,4,Manager,3,Divorced,22154,0,8,701839,North,Half Yearly,9,3
7002411,4665,19,9,Agent,Small Business,Under Graduate,Male,6,Manager,3,Divorced,25914,1,3,517762,West,Yearly,3,3
7002412,3909,23,23,Agent,Salaried,Post Graduate,Male,6,Executive,6,Divorced,20576,1,9,469133,North,Yearly,8,3
7002413,3366,3,7,Agent,Salaried,Post Graduate,Male,5,Executive,3,Single,22440,0,2,356796,East,Yearly,3,2
7002414,4178,4,25,Agent,Small Business,Diploma,Female,5,Manager,4,Married,24575,0,4,751995,East,Yearly,3,2
7002415,4441,22,9,Agent,Small Business,Diploma,Female,4,Manager,5,Divorced,24671,0,1,577301,West,Half Yearly,8,2
7002416,2480,12,5,Agent,Small Business,Under Graduate,Male,4,Manager,3,Married,24804,0,4,297648,North,Half Yearly,5,3
7002417,6892,14,7,Agent,Salaried,Graduate,Male,5,Senior Manager,3,Married,,1,10,854659,North,Yearly,10,5
7002418,3328,17,13,Agent,Small Business,Under Graduate,Female,4,Senior Manager,3,Single,25600,1,3,449280,West,Half Yearly,11,4
7002419,5880,18,24,Agent,Small Business,Diploma,Female,5,Manager,5,Married,26725,1,2,1075949,West,Yearly,8,5
7002420,5045,25,30,Agent,Large Business,Engineer,Male,4,Senior Manager,5,Single,26552,0,6,585206,North,Half Yearly,14,3
7002421,4913,5,15,Agent,Salaried,Graduate,Male,4,Executive,3,Married,21361,0,1,967867,West,Half Yearly,3,2
7002422,2694,11,16,Agent,Small Business,Under Graduate,Male,5,Manager,5,Single,24489,1,4,369049,North,Yearly,3,3
7002423,5358,21,32,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,4,Single,21433,0,2,739439,West,Half Yearly,1,4
7002424,6890,28,14,Agent,Salaried,Graduate,Female,4,AVP,3,Single,34449,0,,875005,West,Half Yearly,1,3
